100925224711_data_raw.csv,10/09/2025,new,22:47:11,22:47:11
100925224740_data_raw.csv,10/09/2025,new,22:47:40,22:47:40
100925224816_data_raw.csv,10/09/2025,new,22:48:16,22:48:16
100925235530_data_raw.csv,10/09/2025,new,23:55:30,23:55:30
100925235653_data_raw.csv,10/09/2025,new,23:56:53,23:56:53
100925235709_data_raw.csv,10/09/2025,new,23:57:09,23:57:09
100925235732_data_raw.csv,10/09/2025,new,23:57:32,23:57:32
100925235825_data_raw.csv,10/09/2025,new,23:58:25,23:58:25
100925235839_data_raw.csv,10/09/2025,new,23:58:39,23:58:39
100925235852_data_raw.csv,10/09/2025,new,23:58:52,23:58:52
110925071536_data_raw.csv,11/09/2025,new,07:15:36,07:15:36
110925071556_data_raw.csv,11/09/2025,new,07:15:56,07:15:56
110925074009_data_raw.csv,11/09/2025,new,07:40:09,07:40:09
110925075253_data_raw.csv,11/09/2025,new,07:52:53,07:52:53
110925075725_data_raw.csv,11/09/2025,new,07:57:25,07:57:25
110925080618_data_raw.csv,11/09/2025,new,08:06:18,08:06:18
110925080630_data_raw.csv,11/09/2025,new,08:06:30,08:06:30
110925121728_data_raw.csv,11/09/2025,new,12:17:28,12:17:28
110925133524_data_raw.csv,11/09/2025,new,13:35:24,13:35:24
110925133610_data_raw.csv,11/09/2025,new,13:36:10,13:36:10
110925133618_data_raw.csv,11/09/2025,new,13:36:18,13:36:18
110925133713_data_raw.csv,11/09/2025,new,13:37:13,13:37:13
110925154302_data_raw.csv,11/09/2025,new,15:43:02,15:43:02
110925154458_data_raw.csv,11/09/2025,new,15:44:58,15:44:58
110925162933_data_raw.csv,11/09/2025,new,16:29:33,16:29:33
110925184603_data_raw.csv,11/09/2025,new,18:46:03,18:46:03
110925184924_data_raw.csv,11/09/2025,new,18:49:24,18:49:24
110925185109_data_raw.csv,11/09/2025,new,18:51:09,18:51:09
110925190736_data_raw.csv,11/09/2025,new,19:07:36,19:07:36
110925190830_data_raw.csv,11/09/2025,new,19:08:30,19:08:30
110925190955_data_raw.csv,11/09/2025,new,19:09:55,19:09:55
110925191040_data_raw.csv,11/09/2025,new,19:10:40,19:10:40
110925191621_data_raw.csv,11/09/2025,new,19:16:21,19:16:21
110925193225_data_raw.csv,11/09/2025,new,19:32:25,19:32:25
110925193311_data_raw.csv,11/09/2025,new,19:33:11,19:33:11
110925200159_data_raw.csv,11/09/2025,new,20:01:59,20:01:59
110925201301_data_raw.csv,11/09/2025,new,20:13:01,20:13:01
110925201326_data_raw.csv,11/09/2025,new,20:13:26,20:13:26
110925201339_data_raw.csv,11/09/2025,new,20:13:39,20:13:39
110925201449_data_raw.csv,11/09/2025,new,20:14:49,20:14:49
110925201956_data_raw.csv,11/09/2025,new,20:19:56,20:19:56
110925202021_data_raw.csv,11/09/2025,new,20:20:21,20:20:21
110925202053_data_raw.csv,11/09/2025,new,20:20:53,20:20:53
110925202058_data_raw.csv,11/09/2025,new,20:20:58,20:20:58
110925202228_data_raw.csv,11/09/2025,new,20:22:28,20:22:28
110925202705_data_raw.csv,11/09/2025,new,20:27:05,20:27:05
110925202718_data_raw.csv,11/09/2025,new,20:27:18,20:27:18
110925203637_data_raw.csv,11/09/2025,new,20:36:37,20:36:37
110925203704_data_raw.csv,11/09/2025,new,20:37:04,20:37:04
110925204136_data_raw.csv,11/09/2025,new,20:41:36,20:41:36
110925204208_data_raw.csv,11/09/2025,new,20:42:08,20:42:08
110925204216_data_raw.csv,11/09/2025,new,20:42:16,20:42:16
110925204242_data_raw.csv,11/09/2025,new,20:42:42,20:42:42
110925204319_data_raw.csv,11/09/2025,new,20:43:19,20:43:19
110925204328_data_raw.csv,11/09/2025,new,20:43:28,20:43:28
110925204334_data_raw.csv,11/09/2025,new,20:43:34,20:43:34
110925204449_data_raw.csv,11/09/2025,new,20:44:49,20:44:49
110925204813_data_raw.csv,11/09/2025,new,20:48:13,20:48:13
110925205213_data_raw.csv,11/09/2025,new,20:52:13,20:52:13
110925205227_data_raw.csv,11/09/2025,new,20:52:27,20:52:27
110925205308_data_raw.csv,11/09/2025,new,20:53:08,20:53:08
110925211239_data_raw.csv,11/09/2025,new,21:12:39,21:12:39
110925211549_data_raw.csv,11/09/2025,new,21:15:49,21:15:49
110925212111_data_raw.csv,11/09/2025,new,21:21:11,21:21:11
110925212202_data_raw.csv,11/09/2025,new,21:22:02,21:22:02
110925212207_data_raw.csv,11/09/2025,new,21:22:07,21:22:07
110925212214_data_raw.csv,11/09/2025,new,21:22:14,21:22:14
110925212231_data_raw.csv,11/09/2025,new,21:22:31,21:22:31
110925212327_data_raw.csv,11/09/2025,new,21:23:27,21:23:27
110925212350_data_raw.csv,11/09/2025,new,21:23:50,21:23:50
110925212402_data_raw.csv,11/09/2025,new,21:24:02,21:24:02
110925212413_data_raw.csv,11/09/2025,new,21:24:13,21:24:13
110925212420_data_raw.csv,11/09/2025,new,21:24:20,21:24:20
110925212423_data_raw.csv,11/09/2025,new,21:24:23,21:24:23
110925212432_data_raw.csv,11/09/2025,new,21:24:32,21:24:32
110925212553_data_raw.csv,11/09/2025,new,21:25:53,21:25:53
110925212601_data_raw.csv,11/09/2025,new,21:26:01,21:26:01
110925213510_data_raw.csv,11/09/2025,new,21:35:10,21:35:10
110925213516_data_raw.csv,11/09/2025,new,21:35:16,21:35:16
110925213548_data_raw.csv,11/09/2025,new,21:35:48,21:35:48
110925213553_data_raw.csv,11/09/2025,new,21:35:53,21:35:53
110925213602_data_raw.csv,11/09/2025,new,21:36:02,21:36:02
110925214059_data_raw.csv,11/09/2025,new,21:40:59,21:40:59
110925214102_data_raw.csv,11/09/2025,new,21:41:02,21:41:02
110925214127_data_raw.csv,11/09/2025,new,21:41:27,21:41:27
110925230247_data_raw.csv,11/09/2025,new,23:02:47,23:02:47
110925230303_data_raw.csv,11/09/2025,new,23:03:03,23:03:03
110925230307_data_raw.csv,11/09/2025,new,23:03:07,23:03:07
110925230324_data_raw.csv,11/09/2025,new,23:03:24,23:03:24
110925230329_data_raw.csv,11/09/2025,new,23:03:29,23:03:29
110925230552_data_raw.csv,11/09/2025,new,23:05:52,23:05:52
110925230559_data_raw.csv,11/09/2025,new,23:05:59,23:05:59
110925230720_data_raw.csv,11/09/2025,new,23:07:20,23:07:20
